Age,AgeGroup,Attrition,AttritionBinary,Department,EducationField,Gender,JobRole,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,DistanceFromHome
57,56-65,No,0,Sales,Marketing,Male,Manager,4,4,Divorced,14118,3,No,3,32,2,1,0,0,0,1,29
50,46-55,No,0,Research & Development,Life Sciences,Male,Manager,4,3,Married,17046,0,No,3,28,3,27,10,15,7,2,29
30,26-35,No,0,Research & Development,Medical,Female,Laboratory Technician,1,4,Single,2564,0,No,3,12,2,11,7,6,7,3,2
60,56-65,No,0,Sales,Marketing,Female,Sales Executive,3,1,Married,10266,4,No,3,22,4,18,13,13,11,3,28
47,46-55,No,0,Research & Development,Medical,Female,Manufacturing Director,2,4,Divorced,5070,5,No,3,20,3,5,0,0,4,1,2
46,46-55,No,0,Research & Development,Life Sciences,Male,Research Director,4,3,Married,17861,6,No,3,26,1,3,2,0,1,1,2
35,26-35,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,3,Single,4230,0,No,3,6,3,5,4,4,3,4,22
54,46-55,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,2,3,Single,3780,7,No,3,19,3,1,0,0,0,3,8
34,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,3,Divorced,2768,3,No,3,14,3,7,3,5,7,4,2
46,46-55,No,0,Sales,Marketing,Female,Sales Executive,3,4,Married,9071,2,Yes,3,15,3,3,2,1,2,3,10
31,26-35,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,3,2,Divorced,10648,1,No,4,13,4,13,8,0,8,3,9
33,26-35,Yes,1,Research & Development,Medical,Male,Manager,3,3,Married,13610,7,Yes,3,15,4,7,6,7,7,2,15
33,26-35,Yes,1,Research & Development,Medical,Male,Laboratory Technician,1,4,Divorced,3408,7,No,3,8,3,4,3,1,3,1,10
30,26-35,No,0,Sales,Marketing,Male,Sales Representative,1,2,Single,2983,0,No,3,4,3,3,2,1,2,4,7
35,26-35,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,3,3,Married,7632,4,Yes,3,10,3,8,7,0,0,4,16
31,26-35,Yes,1,Research & Development,Life Sciences,Male,Healthcare Representative,3,3,Married,9824,3,No,3,12,3,1,0,0,0,1,20
34,26-35,Yes,1,Human Resources,Human Resources,Female,Human Resources,3,1,Divorced,9950,9,Yes,3,11,3,3,2,0,2,2,23
42,36-45,No,0,Research & Development,Other,Male,Laboratory Technician,1,3,Married,2093,4,No,3,8,3,2,2,2,0,2,5
36,36-45,No,0,Sales,Medical,Male,Sales Executive,3,4,Single,9980,1,No,3,10,2,10,3,9,7,2,10
22,18-25,Yes,1,Research & Development,Technical Degree,Male,Laboratory Technician,1,3,Single,3894,5,No,3,4,3,2,2,1,2,3,4
48,46-55,No,0,Sales,Marketing,Female,Sales Executive,2,4,Married,4051,2,No,3,14,3,9,7,6,7,2,2
55,46-55,No,0,Sales,Life Sciences,Female,Manager,4,2,Single,16835,3,No,4,37,3,10,9,7,7,1,18
41,36-45,No,0,Sales,Life Sciences,Male,Sales Executive,2,4,Single,6230,7,No,3,16,3,14,3,1,10,4,10
35,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,3,Married,4717,9,No,3,15,3,11,9,6,9,2,1
40,36-45,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,4,3,Single,13237,7,No,3,22,3,20,6,5,13,2,6
39,36-45,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,1,3,Married,3755,1,No,3,8,3,8,3,0,7,3,8
31,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,4,Single,6582,4,Yes,3,10,4,6,5,0,5,2,2
42,36-45,No,0,Research & Development,Medical,Male,Manufacturing Director,3,1,Married,7406,1,Yes,4,10,2,10,9,5,8,4,24
45,36-45,No,0,Sales,Other,Male,Sales Executive,2,2,Married,4805,0,No,3,9,4,8,7,3,7,4,2
26,26-35,Yes,1,Human Resources,Life Sciences,Female,Human Resources,1,3,Divorced,2741,0,Yes,3,8,2,7,7,1,0,2,17
29,26-35,No,0,Research & Development,Technical Degree,Male,Manufacturing Director,2,4,Divorced,4262,4,No,3,8,4,3,2,1,2,4,19
33,26-35,No,0,Research & Development,Medical,Female,Research Director,4,3,Divorced,16184,4,No,3,10,3,6,1,0,5,1,1
31,26-35,No,0,Sales,Life Sciences,Male,Manager,3,4,Divorced,11557,9,No,4,10,2,5,4,0,1,3,7
18,nan,Yes,1,Sales,Marketing,Male,Sales Representative,1,2,Single,1878,1,Yes,3,0,3,0,0,0,0,2,5
40,36-45,No,0,Sales,Other,Male,Sales Executive,3,1,Divorced,10932,3,No,3,20,3,1,0,0,1,3,28
41,36-45,No,0,Research & Development,Other,Female,Healthcare Representative,2,3,Single,6811,2,Yes,3,10,3,8,7,0,7,1,2
26,26-35,No,0,Sales,Medical,Male,Sales Executive,2,3,Divorced,4306,5,No,3,8,3,0,0,0,0,1,29
35,26-35,No,0,Sales,Medical,Female,Sales Executive,2,3,Single,4859,1,No,3,5,3,5,4,0,3,1,1
34,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,4,Single,5337,1,No,3,10,3,10,7,5,7,4,21
26,26-35,Yes,1,Research & Development,Technical Degree,Male,Laboratory Technician,1,4,Single,2340,1,Yes,3,1,1,1,0,0,0,3,24
37,36-45,No,0,Research & Development,Technical Degree,Female,Manufacturing Director,3,4,Single,7491,4,No,3,12,4,6,5,1,2,2,1
46,46-55,No,0,Research & Development,Medical,Female,Healthcare Representative,3,3,Married,10527,5,No,3,28,2,2,2,1,2,1,18
41,36-45,No,0,Sales,Life Sciences,Female,Manager,4,1,Married,16595,7,No,3,22,3,18,16,11,8,2,2
37,36-45,No,0,Sales,Medical,Male,Sales Executive,3,2,Divorced,8834,1,No,3,9,3,9,5,7,7,1,9
52,46-55,No,0,Research & Development,Technical Degree,Male,Research Scientist,2,1,Divorced,5577,3,Yes,3,18,3,10,9,6,9,4,6
32,26-35,Yes,1,Sales,Other,Male,Sales Executive,2,3,Married,4707,8,No,3,6,3,4,2,1,2,4,11
24,18-25,No,0,Sales,Medical,Male,Sales Representative,1,4,Married,2400,0,No,3,3,3,2,2,2,1,4,24
38,36-45,No,0,Research & Development,Medical,Female,Healthcare Representative,2,3,Married,9824,3,No,3,18,3,1,0,0,0,3,10
37,36-45,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,2,2,Married,6447,6,No,3,8,2,6,5,4,3,2,1
49,46-55,No,0,Research & Development,Life Sciences,Male,Research Director,5,3,Divorced,19502,1,Yes,3,31,3,31,9,0,9,4,18
24,18-25,No,0,Research & Development,Medical,Male,Research Scientist,1,4,Married,2725,1,Yes,3,6,3,6,5,1,4,2,23
26,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,2,Married,6272,1,No,4,6,4,5,3,1,4,1,28
24,18-25,No,0,Research & Development,Other,Male,Laboratory Technician,1,2,Married,2127,1,No,4,1,3,1,0,0,0,4,17
50,46-55,No,0,Human Resources,Medical,Male,Manager,5,2,Married,18200,1,No,3,32,3,32,5,10,7,1,3
25,18-25,No,0,Sales,Medical,Male,Sales Representative,1,3,Married,2096,1,No,3,7,3,7,4,0,6,2,13
24,18-25,Yes,1,Research & Development,Life Sciences,Female,Laboratory Technician,1,3,Married,2886,1,Yes,3,6,3,6,3,1,2,1,7
30,26-35,Yes,1,Sales,Life Sciences,Male,Sales Representative,1,1,Married,2033,1,No,3,1,4,1,0,0,0,2,12
34,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Married,3622,1,Yes,3,6,3,6,5,1,3,2,1
31,26-35,Yes,1,Sales,Medical,Male,Sales Executive,2,1,Divorced,4233,2,No,3,9,1,3,1,1,2,2,13
35,26-35,No,0,Research & Development,Other,Male,Laboratory Technician,2,4,Single,3681,4,No,3,9,3,3,2,0,2,1,25
31,26-35,No,0,Sales,Medical,Male,Sales Executive,2,4,Divorced,5460,4,No,4,13,4,7,7,5,7,1,6
27,26-35,No,0,Research & Development,Medical,Female,Research Scientist,1,3,Divorced,2187,0,No,3,6,2,5,3,0,3,1,6
37,36-45,No,0,Sales,Marketing,Male,Sales Executive,2,3,Married,9602,4,Yes,3,17,2,3,0,1,0,4,2
20,18-25,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,2,Single,2836,1,No,3,1,4,1,0,0,0,4,1
42,36-45,No,0,Research & Development,Life Sciences,Female,Healthcare Representative,2,4,Married,4089,1,No,3,10,3,10,2,2,2,3,2
43,36-45,No,0,Research & Development,Other,Male,Research Director,4,4,Divorced,16627,4,Yes,3,21,2,1,0,0,0,2,6
38,36-45,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,1,Single,2619,3,No,3,8,2,0,0,0,0,3,1
43,36-45,No,0,Research & Development,Medical,Male,Laboratory Technician,2,3,Divorced,5679,3,Yes,3,10,3,8,7,4,7,4,9
48,46-55,No,0,Research & Development,Life Sciences,Female,Manager,4,1,Married,15402,7,No,3,21,1,3,2,0,2,4,1
44,36-45,No,0,Human Resources,Life Sciences,Female,Human Resources,2,3,Single,5985,4,No,3,10,4,2,2,0,2,1,1
34,26-35,No,0,Sales,Technical Degree,Female,Sales Representative,1,3,Divorced,2579,1,Yes,3,8,3,8,2,0,6,3,14
27,26-35,Yes,1,Sales,Marketing,Male,Sales Representative,1,1,Divorced,3041,0,No,3,5,3,4,3,0,2,3,2
21,18-25,No,0,Sales,Technical Degree,Male,Sales Representative,1,3,Single,3447,1,No,3,3,3,3,2,1,2,3,22
44,36-45,No,0,Research & Development,Other,Male,Manager,5,4,Married,19513,4,Yes,3,26,4,2,2,0,1,4,3
22,18-25,No,0,Research & Development,Medical,Male,Research Scientist,1,3,Married,2773,0,No,4,3,3,2,2,2,2,1,6
33,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,3,Divorced,7104,0,No,3,6,3,5,0,1,2,3,8
32,26-35,No,0,Research & Development,Life Sciences,Female,Research Scientist,2,4,Married,6322,1,Yes,3,6,2,6,4,0,5,1,9
30,26-35,No,0,Research & Development,Medical,Female,Research Scientist,1,3,Divorced,2083,1,No,4,1,3,1,0,0,0,3,3
53,46-55,No,0,Sales,Medical,Female,Sales Executive,2,1,Single,8381,7,No,4,18,4,14,7,8,10,4,1
34,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Married,2691,1,No,3,10,2,10,9,8,8,2,1
45,36-45,Yes,1,Sales,Life Sciences,Female,Sales Executive,2,1,Married,4286,2,No,3,5,3,1,1,0,0,1,26
26,26-35,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,1,4,Married,2659,1,Yes,3,3,3,3,2,0,2,3,6
37,36-45,No,0,Research & Development,Other,Male,Manufacturing Director,3,3,Married,9434,1,No,3,10,3,10,7,7,8,3,3
29,26-35,No,0,Sales,Medical,Female,Sales Executive,2,3,Married,5561,1,No,3,6,2,6,0,1,2,2,3
35,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,2,4,Single,6646,1,No,3,17,3,17,11,11,8,2,6
33,26-35,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,2,4,Divorced,7725,3,No,4,15,1,13,11,4,7,3,6
54,46-55,No,0,Human Resources,Medical,Male,Human Resources,3,2,Married,10725,2,No,3,16,4,9,7,7,1,3,19
36,36-45,No,0,Research & Development,Medical,Male,Manufacturing Director,2,2,Divorced,8847,2,Yes,3,13,3,3,2,0,2,2,9
27,26-35,No,0,Research & Development,Medical,Male,Research Scientist,1,4,Single,2045,0,No,3,5,3,4,2,1,1,1,3
20,18-25,Yes,1,Research & Development,Medical,Male,Research Scientist,1,3,Single,1009,1,Yes,3,1,3,1,0,1,1,4,10
33,26-35,Yes,1,Research & Development,Life Sciences,Male,Research Scientist,1,1,Single,3348,1,Yes,3,10,3,10,8,9,7,1,3
35,26-35,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,3,Married,1281,1,No,3,1,3,1,0,0,0,3,3
23,18-25,No,0,Research & Development,Medical,Male,Research Scientist,1,1,Married,2819,2,No,3,5,4,3,2,0,2,1,4
25,18-25,No,0,Sales,Life Sciences,Male,Sales Executive,2,2,Married,4851,0,No,4,4,3,3,2,1,2,4,8
38,36-45,No,0,Sales,Marketing,Female,Sales Executive,2,4,Single,4028,0,No,4,8,3,7,7,0,5,4,7
29,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Divorced,2720,1,No,3,10,3,10,7,2,8,2,1
48,46-55,No,0,Sales,Marketing,Male,Sales Executive,2,2,Married,8120,3,No,3,12,3,2,2,2,2,2,2
27,26-35,No,0,Sales,Medical,Female,Sales Executive,2,4,Divorced,4647,1,Yes,4,6,3,6,5,0,4,4,3
37,36-45,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Single,4680,3,No,3,4,3,1,0,0,0,4,10
50,46-55,No,0,Research & Development,Medical,Male,Laboratory Technician,1,3,Married,3221,1,Yes,3,20,3,20,8,3,8,4,28
34,26-35,No,0,Research & Development,Medical,Female,Healthcare Representative,3,2,Single,8621,1,No,3,9,4,8,7,7,7,4,9
24,18-25,Yes,1,Sales,Life Sciences,Female,Sales Executive,2,3,Single,4577,9,No,3,4,3,2,2,2,0,1,3
39,36-45,No,0,Research & Development,Technical Degree,Female,Healthcare Representative,2,3,Single,4553,1,No,3,20,3,20,7,11,10,4,2
32,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,4,Single,5396,1,No,3,10,2,10,7,0,8,4,10
50,46-55,Yes,1,Sales,Technical Degree,Male,Sales Executive,2,3,Married,6796,3,Yes,3,18,3,4,3,1,3,2,8
38,36-45,No,0,Research & Development,Life Sciences,Female,Healthcare Representative,2,4,Single,7625,0,No,3,10,2,9,7,1,8,2,1
27,26-35,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,3,1,Married,7412,1,No,3,9,3,9,7,0,7,3,1
32,26-35,No,0,Research & Development,Life Sciences,Female,Research Director,3,4,Single,11159,3,No,3,10,3,7,7,7,7,3,3
47,46-55,No,0,Sales,Marketing,Male,Sales Executive,2,1,Single,4960,2,No,3,20,3,7,7,1,7,4,14
40,36-45,No,0,Sales,Life Sciences,Male,Sales Executive,3,1,Married,10475,5,Yes,4,20,3,18,13,1,12,4,5
53,46-55,No,0,Research & Development,Life Sciences,Male,Research Director,4,3,Married,14814,3,No,3,32,3,5,1,1,3,3,7
41,36-45,No,0,Human Resources,Human Resources,Male,Manager,5,4,Divorced,19141,3,No,3,23,2,21,6,12,6,2,10
60,56-65,No,0,Sales,Marketing,Male,Sales Executive,2,1,Single,5405,8,No,3,10,3,2,2,2,2,1,16
27,26-35,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,3,1,Divorced,8793,1,No,4,9,2,9,7,1,7,4,10
41,36-45,No,0,Human Resources,Human Resources,Male,Manager,5,3,Married,19189,1,No,3,22,3,22,7,2,10,4,1
50,46-55,No,0,Sales,Marketing,Male,Sales Representative,1,2,Married,3875,7,No,3,4,3,2,2,2,2,4,8
28,26-35,Yes,1,Research & Development,Life Sciences,Female,Research Scientist,1,2,Single,2216,7,Yes,3,10,3,7,7,3,7,1,1
36,36-45,No,0,Research & Development,Life Sciences,Female,Research Director,3,1,Married,11713,9,No,3,10,3,8,7,0,5,1,8
38,36-45,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,3,3,Single,7861,4,Yes,3,10,4,1,0,0,0,3,1
44,36-45,No,0,Research & Development,Medical,Male,Laboratory Technician,1,3,Single,3708,2,No,3,9,3,5,2,1,4,1,24
47,46-55,No,0,Sales,Medical,Female,Sales Executive,4,3,Divorced,13770,9,Yes,3,28,2,22,2,11,13,4,3
30,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,4,Divorced,5304,7,No,4,10,2,8,7,7,7,3,27
29,26-35,No,0,Sales,Life Sciences,Male,Sales Representative,1,3,Single,2642,1,No,3,1,3,1,0,0,0,3,10
42,36-45,Yes,1,Research & Development,Medical,Male,Research Scientist,1,3,Divorced,2759,6,Yes,3,7,3,2,2,2,2,3,19
43,36-45,No,0,Sales,Life Sciences,Male,Sales Executive,2,4,Married,6804,3,No,3,7,3,2,2,2,2,4,15
34,26-35,No,0,Research & Development,Medical,Female,Healthcare Representative,2,3,Single,6142,3,No,3,10,3,5,1,4,3,2,8
23,18-25,No,0,Research & Development,Medical,Male,Laboratory Technician,1,1,Married,2500,1,No,3,5,4,4,3,0,2,2,9
39,36-45,No,0,Human Resources,Human Resources,Female,Human Resources,2,2,Married,6389,9,No,3,12,1,8,3,3,6,3,3
56,56-65,No,0,Research & Development,Medical,Male,Healthcare Representative,4,4,Married,11103,7,No,3,30,2,10,7,1,1,3,9
40,36-45,No,0,Research & Development,Medical,Female,Research Scientist,1,4,Single,2342,0,Yes,4,5,2,4,2,2,3,4,2
27,26-35,No,0,Research & Development,Medical,Female,Healthcare Representative,2,1,Single,6811,8,No,3,9,1,7,6,0,7,4,7
29,26-35,No,0,Sales,Marketing,Male,Sales Representative,1,2,Divorced,2297,1,No,3,2,3,2,2,2,2,4,10
53,46-55,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,2,4,Single,2450,2,No,3,19,3,2,2,2,2,4,6
35,26-35,No,0,Research & Development,Life Sciences,Female,Healthcare Representative,2,1,Divorced,5093,2,No,3,16,4,1,0,0,0,4,2
32,26-35,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,2,4,Married,5309,1,No,3,10,3,10,8,4,7,1,24
38,36-45,No,0,Research & Development,Medical,Male,Research Scientist,1,3,Married,3057,6,Yes,3,6,1,1,0,0,1,4,2
34,26-35,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,2,1,Divorced,5121,3,No,3,7,3,0,0,0,0,2,8
52,46-55,No,0,Sales,Marketing,Male,Manager,4,1,Married,16856,1,No,3,34,4,34,6,1,16,3,3
33,26-35,Yes,1,Research & Development,Other,Male,Research Scientist,1,4,Single,2686,1,Yes,3,10,2,10,9,7,8,4,1
25,18-25,No,0,Sales,Medical,Female,Sales Executive,2,4,Single,6180,1,No,4,6,2,6,5,1,4,3,26
45,36-45,No,0,Sales,Technical Degree,Male,Sales Representative,2,3,Single,6632,0,No,3,9,3,8,7,3,1,2,2
23,18-25,No,0,Research & Development,Medical,Male,Research Scientist,1,3,Single,3505,1,No,3,2,3,2,2,0,2,1,10
47,46-55,Yes,1,Sales,Life Sciences,Female,Sales Executive,2,3,Single,6397,4,Yes,3,8,3,5,4,1,3,2,27
34,26-35,No,0,Sales,Other,Male,Sales Executive,2,4,Single,6274,1,No,4,6,3,6,5,1,4,4,2
55,46-55,Yes,1,Research & Development,Medical,Male,Manager,5,1,Married,19859,5,Yes,3,24,3,5,2,1,4,4,2
36,36-45,No,0,Sales,Life Sciences,Male,Sales Executive,3,1,Single,7587,1,No,3,10,3,10,7,0,9,1,8
52,46-55,No,0,Research & Development,Medical,Male,Research Scientist,1,4,Married,4258,0,No,3,5,3,4,3,1,2,4,19
26,26-35,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,1,4,Divorced,4364,3,No,3,5,3,2,2,2,0,1,1
29,26-35,No,0,Research & Development,Medical,Female,Healthcare Representative,2,3,Married,4335,4,No,3,11,2,8,7,1,1,2,27
26,26-35,Yes,1,Sales,Technical Degree,Male,Sales Executive,2,1,Single,5326,6,No,3,6,2,4,3,1,2,4,8
34,26-35,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,4,Single,3280,2,No,3,10,3,4,2,1,3,2,1
54,46-55,No,0,Research & Development,Medical,Female,Manufacturing Director,2,1,Divorced,5485,9,Yes,3,9,3,5,3,1,4,4,19
27,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,4,Married,4342,0,No,3,5,3,4,2,1,1,3,8
37,36-45,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,1,Divorced,2782,0,Yes,3,6,2,5,3,4,3,4,10
38,36-45,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,2,1,Single,5980,6,Yes,3,17,3,15,7,4,12,1,2
34,26-35,No,0,Research & Development,Medical,Female,Research Scientist,1,1,Single,4381,1,No,3,6,3,6,5,1,3,3,2
35,26-35,No,0,Sales,Life Sciences,Female,Sales Representative,1,4,Married,2572,1,No,3,3,2,3,2,0,2,1,8
30,26-35,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,3,Married,3833,3,No,4,7,3,2,2,0,2,4,1
40,36-45,No,0,Research & Development,Medical,Female,Healthcare Representative,2,2,Married,4244,1,No,4,8,3,8,7,3,7,3,2
34,26-35,No,0,Sales,Life Sciences,Female,Sales Executive,2,1,Married,6500,5,No,3,6,3,3,2,1,2,3,8
42,36-45,No,0,Research & Development,Life Sciences,Male,Manager,5,4,Divorced,18430,1,No,3,24,2,24,7,14,9,2,8
23,18-25,Yes,1,Research & Development,Life Sciences,Male,Laboratory Technician,1,1,Married,1601,1,Yes,4,1,3,0,0,0,0,3,6
24,18-25,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,2,Divorced,2694,1,No,3,1,3,1,0,0,0,3,9
52,46-55,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,2,3,Married,3149,8,No,4,9,3,5,2,1,4,4,11
50,46-55,No,0,Research & Development,Medical,Male,Research Director,4,3,Married,17639,5,No,3,30,3,4,3,0,3,3,2
29,26-35,Yes,1,Research & Development,Life Sciences,Female,Laboratory Technician,1,1,Married,2319,1,Yes,3,1,3,1,0,0,0,2,1
33,26-35,No,0,Research & Development,Medical,Male,Research Director,3,3,Married,11691,0,No,3,14,4,13,9,3,7,3,7
33,26-35,Yes,1,Sales,Marketing,Female,Sales Executive,2,1,Single,5324,5,No,3,6,3,3,2,0,2,1,16
47,46-55,No,0,Research & Development,Other,Female,Manager,4,4,Married,16752,1,Yes,3,26,2,26,14,3,0,3,2
36,36-45,No,0,Research & Development,Other,Female,Manufacturing Director,2,2,Married,5228,0,No,3,10,3,9,7,0,5,3,1
29,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,3,Married,2700,1,No,4,10,3,10,7,0,7,3,23
58,56-65,Yes,1,Research & Development,Life Sciences,Male,Research Director,5,2,Single,19246,7,Yes,3,40,3,31,15,13,8,4,2
35,26-35,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,3,Single,2506,3,No,3,7,3,2,2,2,2,4,1
42,36-45,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,2,4,Married,6062,9,Yes,3,8,3,4,3,0,2,4,1
28,26-35,Yes,1,Research & Development,Medical,Male,Research Scientist,1,3,Single,4382,6,No,3,5,2,2,2,2,1,3,2
36,36-45,No,0,Human Resources,Human Resources,Male,Human Resources,1,2,Married,2143,4,No,3,8,3,5,2,0,4,3,13
32,26-35,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,2,3,Married,6162,1,No,3,14,3,14,13,6,8,3,4
40,36-45,No,0,Research & Development,Medical,Male,Laboratory Technician,2,3,Single,5094,6,No,3,10,3,1,0,0,0,1,16
30,26-35,No,0,Research & Development,Medical,Female,Manufacturing Director,2,4,Single,6877,5,Yes,4,12,2,0,0,0,0,3,2
45,36-45,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,3,Single,2274,1,No,3,1,3,1,0,0,0,2,2
42,36-45,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,2,2,Married,4434,1,No,3,10,2,9,8,7,8,2,29
38,36-45,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,2,1,Divorced,6288,2,No,3,13,2,4,3,1,2,1,12
34,26-35,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,4,Single,2553,1,No,3,6,3,5,2,1,3,3,16
49,46-55,Yes,1,Sales,Marketing,Female,Sales Executive,3,4,Married,7654,1,No,3,9,4,9,8,7,7,3,11
55,46-55,Yes,1,Sales,Medical,Male,Sales Executive,2,4,Single,5160,4,No,3,12,2,9,7,7,3,3,2
43,36-45,No,0,Research & Development,Life Sciences,Male,Research Director,4,1,Married,17159,6,No,4,22,3,4,1,1,0,2,14
27,26-35,No,0,Research & Development,Technical Degree,Male,Research Director,3,4,Divorced,12808,1,Yes,3,9,3,9,8,0,8,3,5
35,26-35,No,0,Research & Development,Other,Male,Manufacturing Director,3,3,Single,10221,3,No,4,17,4,8,5,1,6,3,7
28,26-35,No,0,Sales,Marketing,Female,Sales Executive,2,2,Married,4779,1,Yes,4,8,3,8,7,7,5,2,2
34,26-35,No,0,Human Resources,Human Resources,Male,Human Resources,1,4,Married,3737,0,No,3,4,1,3,2,0,2,3,3
26,26-35,Yes,1,Research & Development,Medical,Female,Research Scientist,1,3,Married,2366,1,Yes,3,8,3,8,7,1,7,3,5
27,26-35,No,0,Research & Development,Medical,Male,Research Scientist,1,4,Married,1706,1,No,3,0,2,0,0,0,0,4,3
51,46-55,No,0,Sales,Marketing,Female,Manager,4,3,Married,16307,2,No,3,29,2,20,6,4,17,1,26
44,36-45,No,0,Research & Development,Medical,Male,Healthcare Representative,2,2,Single,5933,9,No,3,10,2,5,2,2,3,4,4
25,18-25,No,0,Research & Development,Medical,Male,Research Scientist,1,1,Single,3424,7,No,3,6,2,4,3,0,1,1,2
33,26-35,No,0,Sales,Medical,Male,Sales Executive,2,1,Divorced,4037,1,No,4,9,3,9,8,0,8,1,1
35,26-35,No,0,Research & Development,Medical,Female,Research Scientist,1,1,Single,2559,1,No,3,6,2,6,5,1,1,3,27
36,36-45,No,0,Sales,Life Sciences,Male,Sales Executive,2,4,Married,6201,1,Yes,3,18,2,18,14,4,11,2,1
32,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,4,Divorced,4403,2,No,3,8,2,5,2,0,3,2,13
30,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Divorced,3761,9,No,3,10,2,5,4,0,3,2,5
53,46-55,No,0,Sales,Marketing,Female,Sales Executive,3,4,Married,10934,7,Yes,3,35,3,5,2,0,4,1,7
45,36-45,No,0,Sales,Marketing,Male,Sales Executive,3,1,Divorced,10761,4,Yes,3,18,3,5,4,0,2,4,9
32,26-35,No,0,Research & Development,Medical,Female,Research Scientist,2,3,Married,5175,5,No,3,9,2,5,3,1,3,3,8
52,46-55,No,0,Research & Development,Medical,Female,Manufacturing Director,4,4,Married,13826,3,No,4,31,3,9,8,0,0,3,25
37,36-45,No,0,Sales,Marketing,Male,Sales Executive,2,3,Divorced,6334,4,No,3,9,3,1,0,0,0,4,16
28,26-35,No,0,Human Resources,Medical,Male,Human Resources,1,4,Divorced,4936,1,No,3,6,3,5,1,0,4,2,8
22,18-25,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,2,4,Married,4775,6,No,4,4,1,2,2,2,2,4,1
44,36-45,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,4,Married,2818,2,Yes,4,10,2,3,2,0,2,1,8
42,36-45,No,0,Research & Development,Medical,Male,Research Scientist,1,4,Single,2515,5,Yes,3,8,3,2,1,2,2,2,2
36,36-45,No,0,Human Resources,Life Sciences,Male,Human Resources,1,1,Married,2342,0,No,4,6,3,5,4,0,3,1,8
25,18-25,No,0,Sales,Other,Male,Sales Executive,2,1,Married,4194,1,Yes,3,5,3,5,3,0,3,3,3
35,26-35,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,3,3,Married,10685,1,Yes,4,17,3,17,14,5,15,4,9
35,26-35,Yes,1,Research & Development,Life Sciences,Female,Research Scientist,1,2,Divorced,2022,1,Yes,3,10,2,10,2,7,8,4,25
32,26-35,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,4,Divorced,2314,0,No,3,4,3,3,0,0,2,4,1
